temp_c,condition,wind_kph,wind_degree,wind_dir,pressure_mb,precip_mm,humidity,cloud,windchill_c,dewpoint_c,will_it_rain,vis_km,uv,hour_of_day,day,45_chance_rain,100_chance_rain
8.7,Sunny,5.0,215,12,1024.0,0.0,67,0,8.3,2.9,0,10.0,3.0,17,18,0,0
6.9,Clear,3.2,198,11,1024.0,0.0,71,0,7.0,2.1,0,10.0,0.0,18,18,0,0
6.4,Clear,3.2,144,9,1025.0,0.0,73,0,6.4,2.0,0,10.0,0.0,19,18,0,0
6.0,Clear,6.1,115,2,1025.0,0.0,75,0,4.9,1.9,0,10.0,0.0,20,18,0,0
5.5,Clear,7.2,108,2,1024.0,0.0,76,0,4.0,1.7,0,10.0,0.0,21,18,0,0
5.1,Clear,7.6,101,2,1024.0,0.0,77,0,3.4,1.5,0,10.0,0.0,22,18,0,0
4.8,Clear,7.9,101,2,1024.0,0.0,78,0,2.9,1.3,0,10.0,0.0,23,18,0,0
5.6,Clear,7.9,98,0,1024.0,0.0,78,0,3.9,2.0,0,10.0,0.0,0,19,0,0
5.4,Clear,8.3,99,0,1023.0,0.0,78,0,3.5,1.8,0,10.0,0.0,1,19,0,0
5.1,Clear,7.9,102,2,1023.0,0.0,78,4,3.3,1.5,0,10.0,0.0,2,19,0,0
4.9,Clear,8.6,100,0,1022.0,0.0,77,21,2.9,1.3,0,10.0,0.0,3,19,0,0
4.7,Partly cloudy,9.0,102,2,1022.0,0.0,76,44,2.5,0.9,0,10.0,0.0,4,19,0,0
5.2,Cloudy,9.0,103,2,1021.0,0.0,73,81,3.1,0.7,0,10.0,0.0,5,19,0,0
5.4,Partly cloudy,8.6,105,2,1021.0,0.0,71,57,3.5,0.7,0,10.0,0.0,6,19,0,0
5.0,Partly cloudy,9.7,104,2,1020.0,0.0,73,45,2.8,0.6,0,10.0,0.0,7,19,0,0
5.6,Partly cloudy,9.4,106,2,1020.0,0.0,72,47,3.5,1.0,0,10.0,3.0,8,19,0,0
6.8,Partly cloudy,9.4,105,2,1020.0,0.0,70,54,5.0,1.9,0,10.0,3.0,9,19,0,0
8.3,Cloudy,9.7,107,2,1020.0,0.0,67,84,6.7,2.5,0,10.0,2.0,10,19,0,0
9.8,Overcast,10.4,113,2,1020.0,0.0,61,100,8.3,2.7,0,10.0,2.0,11,19,0,0
11.3,Overcast,10.8,137,9,1019.0,0.0,55,100,10.1,2.7,0,10.0,3.0,12,19,1,0
11.2,Patchy rain possible,12.2,151,10,1018.0,0.09,60,100,9.7,3.7,0,10.0,3.0,13,19,1,0
9.7,Light drizzle,12.2,145,9,1017.0,0.63,70,100,8.0,4.5,1,2.0,2.0,14,19,0,1
8.3,Light rain,11.5,147,10,1017.0,1.44,82,100,6.3,5.4,1,9.0,2.0,15,19,0,1
7.3,Light rain,11.2,133,9,1017.0,1.19,90,100,5.2,5.8,1,9.0,2.0,16,19,0,1
7.1,Light drizzle,10.4,116,2,1016.0,0.4,92,100,5.0,5.8,1,2.0,2.0,17,19,0,1
7.0,Patchy rain possible,11.5,108,2,1016.0,0.13,90,100,4.8,5.6,1,10.0,0.0,18,19,0,1
7.1,Light rain,13.0,119,2,1016.0,0.84,90,100,4.7,5.6,1,9.0,0.0,19,19,0,1
7.1,Light drizzle,13.0,113,2,1016.0,0.6,91,100,4.7,5.8,1,2.0,0.0,20,19,0,1
7.3,Light drizzle,11.9,119,2,1016.0,0.22,91,100,5.0,5.9,1,2.0,0.0,21,19,0,1
7.5,Light drizzle,12.6,110,2,1015.0,0.56,91,100,5.2,6.2,1,2.0,0.0,22,19,0,1
7.7,Patchy rain possible,12.6,111,2,1015.0,0.12,90,100,5.4,6.2,1,10.0,0.0,23,19,0,1
6.8,Patchy rain possible,7.2,111,2,1016.0,0.08,92,100,5.4,5.6,0,10.0,0.0,0,20,1,0
6.7,Patchy rain possible,7.9,103,2,1015.0,0.12,93,100,5.2,5.6,1,10.0,0.0,1,20,0,1
6.7,Patchy rain possible,8.6,89,0,1014.0,0.04,93,93,4.9,5.6,0,10.0,0.0,2,20,1,0
6.9,Patchy rain possible,8.6,85,0,1014.0,0.03,92,96,5.2,5.8,0,10.0,0.0,3,20,1,0
7.1,Light drizzle,8.6,91,0,1013.0,0.15,92,100,5.5,6.0,1,2.0,0.0,4,20,0,1
7.2,Patchy rain possible,9.0,92,0,1013.0,0.11,93,100,5.5,6.2,1,10.0,0.0,5,20,0,1
7.4,Patchy rain possible,8.3,92,0,1013.0,0.1,93,100,5.9,6.4,1,10.0,0.0,6,20,0,1
7.6,Patchy rain possible,8.6,96,0,1013.0,0.05,93,100,6.0,6.5,0,10.0,0.0,7,20,1,0
7.6,Light drizzle,8.6,100,0,1013.0,0.19,93,100,6.1,6.6,1,2.0,2.0,8,20,0,1
8.1,Patchy rain possible,9.7,93,0,1013.0,0.07,93,100,6.5,7.1,0,10.0,2.0,9,20,1,0
9.0,Light drizzle,9.4,99,0,1013.0,0.17,92,100,7.5,7.8,1,2.0,2.0,10,20,0,1
9.7,Patchy rain possible,10.8,93,0,1013.0,0.01,92,100,8.1,8.4,0,10.0,2.0,11,20,1,0
10.7,Overcast,9.0,96,0,1013.0,0.0,88,100,9.6,8.8,0,10.0,3.0,12,20,1,0
11.3,Patchy rain possible,7.6,111,2,1012.0,0.08,89,100,10.6,9.6,0,10.0,3.0,13,20,1,0
10.6,Overcast,10.1,91,0,1010.0,0.0,91,100,9.3,9.1,0,10.0,3.0,14,20,0,0
11.1,Patchy rain possible,6.5,109,2,1011.0,0.09,88,100,10.6,9.2,0,10.0,3.0,15,20,1,0
10.4,Patchy rain possible,6.8,104,2,1010.0,0.12,90,100,9.7,8.8,1,10.0,3.0,16,20,0,1
9.9,Patchy rain possible,10.4,91,0,1009.0,0.05,91,100,8.4,8.6,0,10.0,2.0,17,20,1,0
9.7,Light drizzle,10.8,77,1,1009.0,0.37,92,100,8.2,8.5,1,2.0,0.0,18,20,0,1
9.3,Patchy rain possible,10.4,79,0,1009.0,0.02,92,100,7.8,8.2,0,10.0,0.0,19,20,1,0
9.3,Light drizzle,11.9,85,0,1009.0,0.19,92,100,7.4,8.0,1,2.0,0.0,20,20,0,1
9.2,Light drizzle,12.2,95,0,1009.0,0.68,92,100,7.3,8.0,1,2.0,0.0,21,20,0,1
9.2,Moderate or heavy rain with thunder,9.7,108,2,1009.0,3.04,94,100,7.8,8.4,1,6.0,0.0,22,20,0,1
9.2,Light rain,11.9,76,1,1009.0,1.15,96,100,7.4,8.6,1,9.0,0.0,23,20,0,1
10.5,Light rain shower,9.7,100,0,1009.0,1.22,94,100,9.3,9.6,1,10.0,0.0,0,21,0,1
10.5,Moderate or heavy rain with thunder,8.3,117,2,1008.0,1.43,96,100,9.5,9.8,1,6.0,0.0,1,21,0,1
10.8,Moderate or heavy rain shower,7.2,123,2,1008.0,2.64,97,100,10.1,10.3,1,7.0,0.0,2,21,0,1
10.8,Light rain shower,9.0,112,2,1008.0,0.85,97,100,9.8,10.3,1,10.0,0.0,3,21,0,1
11.0,Light rain shower,9.7,134,9,1008.0,0.93,96,100,9.8,10.4,1,10.0,0.0,4,21,0,1
11.0,Light rain shower,9.4,139,9,1007.0,0.66,96,100,10.0,10.5,1,10.0,0.0,5,21,0,1
11.1,Light rain shower,9.7,127,9,1007.0,0.65,96,100,10.0,10.5,1,10.0,0.0,6,21,0,1
11.1,Mist,10.1,115,2,1007.0,0.06,95,100,9.9,10.3,0,2.0,0.0,7,21,1,0
11.5,Mist,9.4,118,2,1007.0,0.08,94,100,10.5,10.6,0,2.0,3.0,8,21,1,0
12.1,Patchy rain possible,9.0,118,2,1008.0,0.06,93,93,11.4,11.1,0,10.0,3.0,9,21,1,0
12.9,Patchy rain possible,9.0,107,2,1007.0,0.07,91,77,12.2,11.4,0,10.0,3.0,10,21,1,0
14.3,Light rain shower,12.6,134,9,1008.0,0.48,87,64,13.4,12.1,1,10.0,3.0,11,21,0,1
14.9,Patchy rain possible,14.0,144,9,1007.0,0.38,87,71,14.0,12.7,1,9.0,3.0,12,21,0,1
15.8,Light rain shower,16.9,153,10,1006.0,0.81,83,88,15.8,13.0,1,10.0,4.0,13,21,0,1
15.8,Light rain shower,17.6,167,10,1006.0,0.8,82,77,15.8,12.8,1,10.0,4.0,14,21,0,1
15.2,Light rain shower,19.1,169,8,1005.0,0.43,83,73,15.2,12.4,1,10.0,4.0,15,21,0,1
14.6,Light rain shower,19.1,165,10,1005.0,0.59,85,70,13.2,12.1,1,10.0,3.0,16,21,0,1
14.0,Light rain shower,19.8,165,10,1005.0,0.66,86,69,12.5,11.7,1,10.0,3.0,17,21,0,1
13.2,Light rain shower,16.2,158,10,1005.0,0.42,88,100,11.7,11.2,1,10.0,0.0,18,21,0,1
12.8,Light rain shower,14.8,152,10,1005.0,0.58,90,99,11.4,11.1,1,10.0,0.0,19,21,0,1
12.5,Light rain shower,14.8,144,9,1005.0,0.56,90,100,11.0,11.0,1,10.0,0.0,20,21,0,1
12.6,Light rain shower,15.8,150,10,1005.0,0.23,88,100,11.1,10.7,1,10.0,0.0,21,21,0,1
12.6,Light rain shower,18.7,150,10,1005.0,0.21,89,89,10.8,10.9,1,10.0,0.0,22,21,0,1
12.4,Light rain shower,18.7,154,10,1005.0,0.94,91,100,10.5,11.0,1,10.0,0.0,23,21,0,1
12.5,Light rain shower,16.6,155,10,1005.0,0.37,89,87,10.9,10.7,1,10.0,0.0,0,22,0,1
12.2,Light rain shower,14.0,153,10,1004.0,0.45,90,100,10.7,10.6,1,10.0,0.0,1,22,0,1
12.4,Light rain shower,14.0,155,10,1004.0,0.51,90,100,11.0,10.9,1,10.0,0.0,2,22,0,1
12.4,Light rain shower,13.7,146,10,1003.0,0.33,90,100,11.1,10.9,1,10.0,0.0,3,22,0,1
12.2,Light rain shower,11.9,141,9,1003.0,0.48,91,91,11.0,10.9,1,10.0,0.0,4,22,0,1
12.0,Light rain shower,11.9,140,9,1003.0,0.69,92,65,10.8,10.8,1,10.0,0.0,5,22,0,1
11.4,Light rain shower,10.8,137,9,1003.0,0.63,93,57,10.2,10.4,1,10.0,0.0,6,22,0,1
11.3,Light rain shower,10.8,133,9,1003.0,0.55,94,100,10.1,10.3,1,10.0,0.0,7,22,0,1
11.5,Light rain shower,9.0,134,9,1004.0,1.26,95,100,10.6,10.7,1,10.0,3.0,8,22,0,1
12.2,Light rain shower,8.3,123,2,1004.0,0.66,95,100,11.5,11.4,1,10.0,3.0,9,22,0,1
12.3,Light rain shower,7.9,119,2,1005.0,0.39,94,100,11.8,11.5,1,10.0,3.0,10,22,0,1
12.7,Light rain shower,11.2,158,10,1006.0,0.54,94,100,11.8,11.9,1,10.0,3.0,11,22,0,1
13.5,Light rain shower,11.9,176,8,1006.0,0.44,93,100,12.5,12.3,1,10.0,3.0,12,22,0,1
14.2,Light rain shower,14.4,184,8,1006.0,1.02,90,100,13.1,12.5,1,10.0,3.0,13,22,0,1
13.8,Light rain shower,15.8,188,8,1006.0,0.92,88,99,12.5,11.9,1,10.0,3.0,14,22,0,1
13.0,Light rain shower,12.6,185,8,1006.0,0.88,89,94,11.9,11.3,1,10.0,3.0,15,22,0,1
12.7,Light rain shower,9.4,177,8,1007.0,0.9,90,85,11.9,11.1,1,10.0,3.0,16,22,0,1
12.4,Light rain shower,6.5,171,8,1007.0,0.7,91,91,12.2,11.0,1,10.0,3.0,17,22,0,1
11.8,Light rain shower,4.0,121,2,1008.0,0.25,93,91,12.1,10.7,1,10.0,0.0,18,22,0,1
11.2,Light rain shower,5.8,80,0,1009.0,0.17,94,81,10.9,10.3,1,10.0,0.0,19,22,0,1
10.9,Mist,6.8,80,0,1010.0,0.01,94,86,10.4,10.1,0,2.0,0.0,20,22,1,0
10.5,Light rain shower,6.1,65,1,1011.0,0.23,95,59,10.0,9.6,1,10.0,0.0,21,22,0,1
10.4,Mist,5.8,36,4,1012.0,0.09,95,76,10.0,9.6,1,2.0,0.0,22,22,0,1
10.4,Mist,5.4,51,4,1013.0,0.0,94,68,10.1,9.5,0,2.0,0.0,23,22,0,0
10.7,Cloudy,5.8,55,4,1011.0,0.0,93,83,10.3,9.6,0,10.0,0.0,0,23,0,0
10.8,Cloudy,5.4,11,5,1013.0,0.0,92,78,10.6,9.7,0,10.0,0.0,1,23,0,0
10.9,Light drizzle,9.7,336,6,1014.0,0.46,94,93,9.7,9.9,1,2.0,0.0,2,23,0,1
10.9,Partly cloudy,5.4,67,1,1013.0,0.0,93,61,10.7,9.8,0,10.0,0.0,3,23,0,0
10.6,Clear,5.0,95,0,1013.0,0.0,93,22,10.4,9.5,0,10.0,0.0,4,23,0,0
9.8,Cloudy,4.3,5,3,1015.0,0.0,93,73,9.8,8.8,0,10.0,0.0,5,23,0,0
9.5,Mist,7.9,337,6,1015.0,0.02,94,100,8.4,8.6,0,2.0,0.0,6,23,1,0
10.0,Patchy rain possible,10.8,7,3,1016.0,0.02,93,100,8.5,9.0,0,10.0,0.0,7,23,1,0
10.2,Patchy rain possible,6.8,39,4,1017.0,0.01,93,88,9.5,9.2,0,10.0,3.0,8,23,1,0
10.6,Sunny,7.9,71,1,1017.0,0.0,93,8,9.8,9.5,0,10.0,4.0,9,23,0,0
12.2,Sunny,7.6,86,0,1018.0,0.0,88,2,11.7,10.2,0,10.0,4.0,10,23,0,0
14.0,Sunny,4.7,108,2,1018.0,0.0,82,3,14.3,10.9,0,10.0,4.0,11,23,0,0
15.0,Partly cloudy,5.0,287,14,1018.0,0.0,79,50,15.4,11.5,0,10.0,4.0,12,23,1,0
14.7,Patchy rain possible,11.9,306,7,1018.0,0.09,80,92,14.1,11.4,0,10.0,3.0,13,23,1,0
13.6,Cloudy,7.9,321,7,1017.0,0.0,83,71,13.2,10.7,0,10.0,3.0,14,23,1,0
14.0,Partly cloudy,3.2,305,7,1017.0,0.0,82,35,14.8,10.9,0,10.0,4.0,15,23,1,0
14.1,Sunny,2.2,215,12,1017.0,0.0,82,23,14.1,11.0,0,10.0,4.0,16,23,1,0
13.0,Sunny,3.2,203,11,1017.0,0.0,88,14,13.7,11.0,0,10.0,4.0,17,23,1,0
11.6,Clear,3.2,196,11,1018.0,0.0,91,14,12.2,10.2,0,10.0,0.0,18,23,1,0
11.2,Clear,4.0,188,8,1019.0,0.0,92,19,11.5,10.0,0,10.0,0.0,19,23,1,0
10.7,Partly cloudy,2.9,200,11,1019.0,0.0,93,27,10.7,9.6,0,10.0,0.0,20,23,1,0
10.6,Partly cloudy,4.7,176,8,1019.0,0.0,93,48,10.5,9.5,0,10.0,0.0,21,23,0,0
10.4,Cloudy,6.1,165,10,1019.0,0.0,94,81,10.0,9.5,0,10.0,0.0,22,23,0,0
10.5,Overcast,5.4,168,10,1019.0,0.0,94,94,10.2,9.6,0,10.0,0.0,23,23,0,0
10.0,Cloudy,6.8,144,9,1019.0,0.0,88,72,9.2,8.2,0,10.0,0.0,0,24,0,0
9.7,Cloudy,6.8,141,9,1019.0,0.0,90,84,8.9,8.2,0,10.0,0.0,1,24,0,0
9.8,Overcast,7.6,156,10,1018.0,0.0,92,100,8.9,8.5,0,10.0,0.0,2,24,0,0
10.6,Overcast,7.9,174,8,1018.0,0.0,90,100,9.7,9.0,0,10.0,0.0,3,24,0,0
10.6,Overcast,10.4,157,10,1018.0,0.0,91,91,9.3,9.2,0,10.0,0.0,4,24,0,0
10.4,Overcast,10.8,155,10,1017.0,0.0,93,100,8.9,9.3,0,10.0,0.0,5,24,0,0
10.7,Overcast,12.2,157,10,1016.0,0.0,94,100,9.2,9.8,0,10.0,0.0,6,24,1,0
11.2,Overcast,13.7,176,8,1017.0,0.0,94,100,9.6,10.3,0,10.0,0.0,7,24,1,0
11.9,Patchy rain possible,15.1,187,8,1017.0,0.02,94,100,10.3,11.0,0,10.0,3.0,8,24,1,0
12.9,Patchy rain possible,17.6,186,8,1016.0,0.06,94,100,11.2,11.9,0,10.0,3.0,9,24,1,0
13.2,Patchy rain possible,19.4,191,11,1016.0,0.07,93,100,11.5,12.1,0,10.0,3.0,10,24,1,0
13.5,Patchy rain possible,22.0,190,8,1016.0,0.13,92,100,11.7,12.2,1,10.0,3.0,11,24,0,1
13.8,Light rain shower,24.1,192,11,1016.0,0.15,90,100,11.9,12.2,1,10.0,3.0,12,24,0,1
13.9,Light rain shower,25.2,192,11,1015.0,0.19,90,100,12.0,12.3,1,10.0,3.0,13,24,0,1
13.7,Light rain shower,26.3,191,11,1014.0,0.18,91,86,11.6,12.2,1,10.0,3.0,14,24,0,1
13.7,Patchy rain possible,27.7,187,8,1013.0,0.12,89,79,11.5,12.0,1,10.0,3.0,15,24,0,1
13.4,Patchy rain possible,29.2,186,8,1012.0,0.06,89,79,11.0,11.6,0,10.0,3.0,16,24,1,0
12.8,Patchy rain possible,29.9,186,8,1012.0,0.04,88,82,10.3,10.9,0,10.0,3.0,17,24,1,0
12.7,Patchy rain possible,31.3,183,8,1012.0,0.05,87,100,10.1,10.7,0,10.0,0.0,18,24,1,0
12.7,Patchy rain possible,35.3,173,8,1010.0,0.09,86,100,9.8,10.5,1,10.0,0.0,19,24,0,1
12.6,Moderate rain,37.4,181,8,1010.0,5.91,88,100,9.5,10.7,1,7.0,0.0,20,24,0,1
12.0,Heavy rain,29.5,183,8,1009.0,12.4,96,100,9.3,11.4,1,5.0,0.0,21,24,0,1
12.4,Moderate or heavy rain with thunder,38.5,199,11,1008.0,15.73,96,100,9.3,11.8,1,6.0,0.0,22,24,0,1
12.2,Light rain shower,16.6,281,14,1010.0,0.61,96,100,10.4,11.5,1,10.0,0.0,23,24,0,1
12.7,Light rain shower,14.8,241,15,1012.0,0.8,96,100,11.3,12.1,1,10.0,0.0,0,25,0,1
12.4,Patchy rain possible,11.9,252,15,1012.0,0.63,94,80,11.3,11.5,1,9.0,0.0,1,25,0,1
11.6,Patchy rain possible,10.4,250,15,1012.0,0.56,94,88,10.4,10.6,1,9.0,0.0,2,25,0,1
11.2,Patchy rain possible,10.4,256,15,1012.0,0.12,93,62,10.0,10.2,1,10.0,0.0,3,25,0,1
10.8,Patchy rain possible,8.3,260,13,1013.0,0.13,93,51,9.9,9.7,1,10.0,0.0,4,25,0,1
10.4,Patchy rain possible,10.4,261,13,1013.0,0.61,93,73,9.1,9.4,1,9.0,0.0,5,25,0,1
10.3,Light rain shower,13.3,275,13,1014.0,0.59,92,100,8.5,9.1,1,10.0,0.0,6,25,0,1
10.4,Light rain shower,16.2,286,14,1015.0,0.84,90,100,8.2,8.8,1,10.0,0.0,7,25,0,1
10.4,Light rain shower,21.6,293,14,1016.0,1.21,85,83,7.7,7.9,1,10.0,3.0,8,25,0,1
10.7,Overcast,11.2,302,14,1016.0,0.0,82,100,9.2,7.7,0,10.0,3.0,9,25,1,0
11.0,Light rain shower,13.7,284,14,1017.0,0.81,82,64,9.3,8.0,1,10.0,3.0,10,25,0,1
11.3,Patchy light rain with thunder,17.6,289,14,1019.0,0.76,81,76,9.3,8.3,1,10.0,3.0,11,25,0,1
11.6,Patchy rain possible,14.0,306,7,1018.0,0.25,77,77,10.0,7.8,1,9.0,3.0,12,25,0,1
12.1,Light rain shower,13.7,294,14,1018.0,0.3,73,61,10.6,7.5,1,10.0,3.0,13,25,0,1
11.5,Patchy rain possible,13.3,283,14,1018.0,0.31,74,87,10.0,7.1,1,9.0,3.0,14,25,0,1
11.2,Patchy rain possible,13.3,270,13,1018.0,0.3,76,70,9.6,7.2,1,9.0,3.0,15,25,0,1
10.7,Patchy rain possible,11.9,265,13,1019.0,0.22,80,71,9.2,7.4,1,9.0,3.0,16,25,0,1
10.0,Light rain shower,8.3,260,13,1020.0,0.15,83,54,8.9,7.3,1,10.0,2.0,17,25,0,1
8.8,Patchy rain possible,2.5,210,11,1019.0,0.01,84,89,8.8,6.3,0,10.0,0.0,18,25,1,0
8.7,Patchy rain possible,5.8,230,12,1020.0,0.04,84,77,8.1,6.3,0,10.0,0.0,19,25,1,0
9.1,Patchy rain possible,6.1,192,11,1020.0,0.02,84,58,8.4,6.6,0,10.0,0.0,20,25,1,0
9.3,Patchy rain possible,7.6,174,8,1020.0,0.03,84,73,8.3,6.8,0,10.0,0.0,21,25,1,0
9.3,Patchy rain possible,9.0,163,10,1019.0,0.05,85,68,8.0,7.0,0,10.0,0.0,22,25,1,0
9.4,Patchy rain possible,9.7,165,10,1019.0,0.04,86,68,7.9,7.2,0,10.0,0.0,23,25,1,0
8.7,Light rain shower,18.0,176,8,1017.0,0.2,88,100,5.9,6.8,1,10.0,0.0,0,26,0,1
9.3,Light drizzle,23.4,179,8,1017.0,0.66,88,100,6.2,7.5,1,2.0,0.0,1,26,0,1
9.5,Light rain shower,28.1,174,8,1015.0,0.31,90,100,6.1,7.9,1,10.0,0.0,2,26,0,1
9.4,Light rain shower,32.0,172,8,1013.0,1.09,91,100,5.7,8.1,1,10.0,0.0,3,26,0,1
9.5,Light rain shower,35.6,176,8,1011.0,0.96,91,100,5.6,8.2,1,10.0,0.0,4,26,0,1
9.9,Moderate rain,39.2,180,8,1010.0,3.2,93,100,5.9,8.9,1,7.0,0.0,5,26,0,1
10.8,Moderate rain,39.2,192,11,1009.0,5.85,95,100,7.1,10.1,1,7.0,0.0,6,26,0,1
11.9,Moderate rain,36.7,205,11,1009.0,5.22,96,100,8.7,11.3,1,7.0,0.0,7,26,0,1
13.0,Light rain shower,28.1,208,11,1010.0,1.44,92,100,10.6,11.7,1,10.0,3.0,8,26,0,1
13.4,Light rain shower,25.9,208,11,1009.0,1.9,95,100,11.3,12.6,1,10.0,3.0,9,26,0,1
13.7,Light rain shower,29.2,196,11,1008.0,1.42,97,100,11.5,13.2,1,10.0,3.0,10,26,0,1
14.3,Light rain shower,31.3,195,11,1008.0,0.78,97,100,12.1,13.7,1,10.0,3.0,11,26,0,1
14.7,Light rain shower,34.6,203,11,1007.0,1.15,97,100,12.6,14.2,1,10.0,3.0,12,26,0,1
15.1,Light rain,37.8,207,11,1006.0,2.45,96,100,15.1,14.4,1,9.0,4.0,13,26,0,1
15.1,Light rain shower,38.9,204,11,1005.0,0.39,94,100,15.1,14.2,1,10.0,4.0,14,26,0,1
15.0,Light rain shower,41.4,212,11,1005.0,0.99,95,100,15.1,14.2,1,10.0,4.0,15,26,0,1
15.0,Light rain shower,40.3,217,12,1004.0,1.34,95,100,12.6,14.2,1,10.0,3.0,16,26,0,1
14.9,Light rain shower,43.2,222,12,1004.0,0.9,95,100,12.5,14.1,1,10.0,3.0,17,26,0,1
15.1,Light rain shower,41.0,220,12,1004.0,0.52,95,100,15.1,14.3,1,10.0,0.0,18,26,0,1
15.4,Light rain shower,40.7,224,12,1005.0,0.74,95,100,15.4,14.5,1,10.0,0.0,19,26,0,1
15.4,Light rain shower,39.2,233,12,1005.0,2.44,95,100,15.4,14.6,1,10.0,0.0,20,26,0,1
14.9,Moderate or heavy rain shower,27.7,241,15,1005.0,3.36,98,100,13.1,14.5,1,7.0,0.0,21,26,0,1
14.9,Light rain shower,25.6,242,15,1006.0,0.43,96,100,13.3,14.3,1,10.0,0.0,22,26,0,1
14.4,Light rain shower,24.1,244,15,1006.0,0.46,94,90,12.7,13.4,1,10.0,0.0,23,26,0,1
